District Code,District Name,Mandal Code,Mandal Name,Panchayat Code,Panchayat Name,Village Code,Village Name,Water Body Name,SS/LS/Resarvior,Ownership,Lease/Auction,TWSA,EWSA,Cluster Name
519,Srikakulam,4802,Srikakulam,212856,Dasullapalem,583055,Dasullapalem,Gunnala Cheruvu,SS,GP,Auction,1.47,0.97,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212856,Dasullapalem,583055,Dasullapalem,Pondara Banda,SS,GP,Auction,3.37,1,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212856,Dasullapalem,583055,Dasullapalem,Sottavani Cheruvu,SS,GP,Auction,0.37,0.3,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212856,Dasullapalem,583055,Dasullapalem,Kotta Cheruvu,SS,GP,Auction,1,0.5,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212856,Dasullapalem,583055,Dasullapalem,Pedda Cheruvu,SS,GP,Auction,1.61,1.11,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212856,Dasullapalem,583055,Dasullapalem,Lankam Cheruvu,SS,GP,Auction,3.67,1.17,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212856,Dasullapalem,583055,Dasullapalem,Munganna Cheruvu,SS,GP,Auction,2.47,1.97,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212480,Dasupeta,582685,Dasupeta,Nerupukarra Cheruvu,SS,GP,Auction,1.87,1.37,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212480,Dasupeta,582685,Dasupeta,Segalla Banda,SS,GP,Auction,1.57,1.07,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212538,Davalapeta,582742,Davalapeta,Sadulachodu Cheruvu,SS,GP,Auction,1.43,0.93,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212538,Davalapeta,582742,Davalapeta,Rallagundam(Korlagundam),SS,GP,Auction,3.91,1.41,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212538,Davalapeta,582742,Davalapeta,Kasimanthi Tank,SS,GP,Auction,3,1.12,SINGUPURAM
519,Srikakulam,4802,Srikakulam,212538,Davalapeta,582742,Davalapeta,Voora tank,SS,GP,Auction,2.4,0.64,SINGUPURAM
519,Srikakulam,4802,Srikakulam,203288,Davuluru,589498,Davuluru,Burja Cheruvu,SS,GP,Auction,0.37,0.29,SINGUPURAM
519,Srikakulam,4802,Srikakulam,203782,Dechupalem,588819,Dechupalem,Nagalla Cheruvu,SS,GP,Auction,2.4,1.9,SINGUPURAM
519,Srikakulam,4802,Srikakulam,203782,Dechupalem,588819,Dechupalem,Mamidivalasa Tank,SS,GP,Auction,2,1.6,SINGUPURAM
519,Srikakulam,4802,Srikakulam,211251,Deerghasi,581486,Deerghasi,Alli tank,LS,MI,Lease,48.8,13.5,SINGUPURAM
519,Srikakulam,4798,Amadalavalasa,211251,Deerghasi,581486,Deerghasi,PEDDATANK,LS,MI,Lease,60,10.1,SINGUPURAM
519,Srikakulam,4798,Amadalavalasa,211251,Deerghasi,581486,Deerghasi,voora tank,LS,MI,Lease,75,26.5,SINGUPURAM
519,Srikakulam,4801,Gara,211251,Deerghasi,581486,Deerghasi,Koneru,SS,GP,Lease,11.2,5.47,SRIKURMAM
519,Srikakulam,4801,Gara,211251,Deerghasi,581486,Deerghasi,Cheruvu,SS,GP,Lease,16.34,7.53,SRIKURMAM
519,Srikakulam,4801,Gara,211251,Deerghasi,581486,Deerghasi,Durgamahanthi Cheruvu,SS,GP,Lease,28.11,12.24,SRIKURMAM
519,Srikakulam,4801,Gara,212812,Denderu,583079,Denderu,Byrivani Cheruvu,SS,GP,Lease,16.86,7.74,SRIKURMAM
519,Srikakulam,4801,Gara,212812,Denderu,583079,Denderu,Challodu Bandha,SS,GP,Lease,33.25,14.3,SRIKURMAM
519,Srikakulam,4801,Gara,212812,Denderu,583079,Denderu,Chinna Cheruvu,SS,GP,Lease,23.95,10.57,SRIKURMAM
519,Srikakulam,4801,Gara,212812,Denderu,583079,Denderu,Devodi Cheruvu,SS,GP,Lease,31.41,13.56,SRIKURMAM
519,Srikakulam,4801,Gara,212812,Denderu,583079,Denderu,Kovati Cheruvu,SS,GP,Lease,40.55,17.21,SRIKURMAM
519,Srikakulam,4801,Gara,212812,Denderu,583079,Denderu,Muddada Cheruvu,SS,GP,Lease,18.32,8.32,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Narappa Cheruvu,SS,GP,Lease,80.07,22.49,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Patruni Cheruvu,SS,GP,Lease,55.55,14.89,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Ralla Cheruvu,SS,GP,Lease,76.46,18.89,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Ralla Cheruvu,SS,GP,Lease,53.18,6.27,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Sariki Appalacheruvu,SS,GP,Lease,28.25,12.29,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Simmavadu Cheruvu,SS,GP,Lease,38.19,10.27,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Sri Swamivarla Sivayya Cheruvu,SS,GP,Lease,39.99,16.99,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Brahmagundam Cheruvu,SS,GP,Lease,61.18,16.25,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Koneru,SS,GP,Lease,16.65,7.65,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Cheruvu,SS,GP,Lease,33.44,6.54,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Bugganna Cheruvu,SS,GP,Lease,26.24,11.49,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Velamalanaidu Koneru,SS,GP,Lease,11.79,5.71,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Cheruvu,SS,GP,Lease,38.26,16.3,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Cheruvu,SS,GP,Lease,77.15,31.85,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Lanka Bandha,SS,GP,Lease,54.89,22.95,SRIKURMAM
519,Srikakulam,4801,Gara,214401,Denduluru,588462,Denduluru,Thadikarra Cheruvu,SS,GP,Lease,26.27,11.5,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Banda,SS,GP,Lease,38.19,16.27,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Banda,SS,GP,Lease,46.42,19.56,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Chakragundam Cheruvu,SS,GP,Lease,34.04,7.82,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Janakisagaram,SS,GP,Lease,22.59,10.03,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Koutilya Cheruvu,SS,GP,Lease,26.73,11.68,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Mamidi Banda,SS,GP,Lease,27.25,11.89,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Kotha Cheruvu,SS,GP,Lease,49.58,20.82,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Pala Banda,SS,GP,Lease,66.63,15.27,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Cheruvu,SS,GP,Lease,53.36,17.99,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Cheruvu,SS,GP,Lease,23.46,10.38,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Laxmisagaram Cheruvu,SS,GP,Lease,41.76,17.7,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Pothamarri Cheruvu,SS,GP,Lease,66.35,19.29,SRIKURMAM
519,Srikakulam,4801,Gara,212520,Denkada,583211,Denkada,Kurmasagaram Cheruvu,SS,GP,Lease,72.57,13.07,SRIKURMAM
519,Srikakulam,4801,Gara,211329,Derasam,581666,Derasam,Cheruvu,SS,GP,Lease,37.92,16.23,SRIKURMAM
519,Srikakulam,4801,Gara,211329,Derasam,581666,Derasam,Cheruvu,SS,GP,Lease,18.15,8.25,SRIKURMAM
519,Srikakulam,4801,Gara,211329,Derasam,581666,Derasam,Cheruvu,SS,GP,Lease,41.32,6.53,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Yarragadda Cheruvu,SS,GP,Lease,57.18,23.87,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Bandela Cheruvu,SS,GP,Lease,61.59,13.99,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Cheruvu,SS,GP,Lease,18.77,8.5,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Kotha Cheruvu,SS,GP,Lease,20.09,9.03,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Butchanna Koneru,SS,GP,Lease,67.98,22.03,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Batnavani Cheruvu,SS,GP,Lease,16.13,7.45,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Cheruvu,SS,GP,Lease,61.14,6.92,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Chinnapandlam Cheruvu,SS,GP,Lease,53.95,18.27,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Polinaidu Cheruvu,SS,GP,Lease,32.59,9.99,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Polinaidu Cheruvu,SS,GP,Lease,19.26,8.7,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Kathavani Cheruvu,SS,GP,Lease,36.17,17.41,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Cheruvu,SS,GP,Lease,23.08,9.99,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Cheruvu Mendavani Cheruvu,SS,GP,Lease,11.67,5.65,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Kotha Cheruvu,SS,GP,Auction,4.24,1.36,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Lankapeta Koneru,SS,GP,Auction,9.04,3.39,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Sondivani Cheruvu,SS,GP,Auction,1.06,0,SRIKURMAM
519,Srikakulam,4801,Gara,212602,Devada,582794,Devada,Voora Cheruvu,SS,GP,Auction,32.34,4.21,SRIKURMAM
519,Srikakulam,4801,Gara,199000,Devaguptam,587865,Devaguptam,Sivvavani Cheruvu,SS,GP,Auction,4.2,1.34,SRIKURMAM
519,Srikakulam,4801,Gara,211094,Devalabhadra,580686,Devalabhadra,Pragadavani Cheruvu,SS,GP,Auction,2.49,0.61,SRIKURMAM
519,Srikakulam,4801,Gara,211094,Devalabhadra,580686,Devalabhadra,Cheruvu,SS,GP,Auction,1.44,0.16,SRIKURMAM
519,Srikakulam,4801,Gara,203440,Devapudi,589433,Devapudi,Vooracheruvu,SS,GP,Auction,34.72,6.32,SRIKURMAM
519,Srikakulam,4801,Gara,203440,Devapudi,589433,Devapudi,Ralla Cheruvu,SS,GP,Auction,5.57,1.92,SRIKURMAM
519,Srikakulam,4801,Gara,203561,Devaragunta,589064,Devaragunta,Turakavani Cheruvu,SS,GP,Auction,2.1,0.6,SRIKURMAM
519,Srikakulam,4801,Gara,203561,Devaragunta,589064,Devaragunta,Yarra Cheruvu,SS,GP,Auction,19.34,7.78,SRIKURMAM
519,Srikakulam,4801,Gara,199098,Devaram,586638,Devaram,Kotta Cheruvu,SS,GP,Auction,5.05,1.7,SRIKURMAM
519,Srikakulam,4801,Gara,212460,Devarapodilam,582826,Devarapodilam,Nagiresu Gundam,SS,GP,Auction,7.99,2.95,SRIKURMAM
519,Srikakulam,4801,Gara,212460,Devarapodilam,582826,Devarapodilam,Kasinaidu Cheruvu,SS,GP,Auction,1.44,0.16,SRIKURMAM
519,Srikakulam,4801,Gara,212460,Devarapodilam,582826,Devarapodilam,Cheruvu,SS,GP,Auction,2.61,0.66,SRIKURMAM
519,Srikakulam,4801,Gara,212460,Devarapodilam,582826,Devarapodilam,Kollivalasa Cheruvu,SS,GP,Auction,0.6,0.6,SRIKURMAM
519,Srikakulam,4801,Gara,212460,Devarapodilam,582826,Devarapodilam,Kollivalasa Cheruvu,SS,GP,Auction,0.99,0.74,SRIKURMAM
519,Srikakulam,4801,Gara,212460,Devarapodilam,582826,Devarapodilam,Cheruvu,SS,GP,Auction,1.22,0.5,SRIKURMAM
519,Srikakulam,4801,Gara,212460,Devarapodilam,582826,Devarapodilam,Koneru,SS,GP,Auction,6.59,1.86,SRIKURMAM
519,Srikakulam,4801,Gara,212460,Devarapodilam,582826,Devarapodilam,Koneru,SS,GP,Auction,4.01,1.25,SRIKURMAM
519,Srikakulam,4801,Gara,212460,Devarapodilam,582826,Devarapodilam,Sagaram Cheruvu,SS,GP,Auction,11.15,1.98,SRIKURMAM
519,Srikakulam,4801,Gara,212460,Devarapodilam,582826,Devarapodilam,Ganta Banda,SS,GP,Auction,1.97,0.39,SRIKURMAM
519,Srikakulam,4801,Gara,235137,Devavaram,590815,Devavaram,Pedda Cheruvu,SS,GP,Auction,5.43,1.86,SRIKURMAM
519,Srikakulam,4801,Gara,235137,Devavaram,590815,Devavaram,Desa Cheruvu,SS,GP,Auction,8.28,1.07,SRIKURMAM
519,Srikakulam,4801,Gara,235137,Devavaram,590815,Devavaram,Venkatamahanthi Cheruvu,SS,GP,Auction,2.53,0.63,SRIKURMAM
519,Srikakulam,4801,Gara,235137,Devavaram,590815,Devavaram,Talla Cheruvu,SS,GP,Auction,12.31,3.78,SRIKURMAM
521,Vizianagaram,4816,Bobbili,211095,Devupuram,580624,Devupuram,TAMMANNA CHERUVU,SS,GP,Lease,5,1.25,BOBBILI
521,Vizianagaram,4816,Bobbili,208456,Dharamavaram,591115,Dharamavaram,POTHINAIDU TANK,SS,GP,Lease,8,2,BOBBILI
521,Vizianagaram,4816,Bobbili,196030,Dharmapuram,594742,Dharmapuram,RAJU TANK,SS,GP,Lease,6,1.5,BOBBILI
521,Vizianagaram,4816,Bobbili,196030,Dharmapuram,594742,Dharmapuram,MUTYALAVANI TANK,SS,GP,Lease,4,1,BOBBILI
521,Vizianagaram,4816,Bobbili,196030,Dharmapuram,594742,Dharmapuram,CHINTALAPPAMMA KONERU,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,EDULA KONE,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,PANTULA BA,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,PUDIVANI,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,KAMSALI banda,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,PATHA KONERU,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,SIMUDUVANI TANK,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,THANDRAVNI TANK,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,GOPALARAYANI TANK,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,SAGINESU BANDA,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,VENKAMMA TANK,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,CHALLARAPUVANI TANK,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,BATTUVANI TANK,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,POTHINAIDU TANK,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,VENKATARAYUDU CHERUVU,SS,GP,Lease,4,1,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,MOGALI TANK,SS,MI,Lease,7,1.75,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,KAMMARI TANK,SS,MI,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,NARASAMMANAIDU TANK,SS,MI,Lease,10,2.5,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,KURMAYYA TANK,SS,MI,Lease,15,3.75,BOBBILI
521,Vizianagaram,4816,Bobbili,234571,Dharmavaram,590763,Dharmavaram,MAHARAJU KONERU,SS,MI,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,235230,Dibbapalem,585941,Dibbapalem,MUVVALAVANI BANDA,SS,MI,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,214807,Digamarru,588787,Digamarru,TAMMINAIDU TANK,SS,MI,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214807,Digamarru,588787,Digamarru,NIGHTCOMENDER TANK,SS,MI,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,214807,Digamarru,588787,Digamarru,SUDDA KONERU,SS,MI,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,MALAPALLI KONERU,SS,MI,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,BUDDILA KONERU,SS,MI,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,VENKAMMA KONERU,SS,MI,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,VENKAMMA TANK,SS,MI,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,MANGALI BANDA,SS,MI,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,SWAMIVARI TANK,SS,MI,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,PALLEVANI KONERU,SS,MI,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,GERADA BANDA,SS,MI,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,PATHA TANK,SS,MI,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,KAKIVANI TANK,SS,MI,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,PANDI GUNTA CHERUVU,SS,MI,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,203562,Digavalli,589048,Digavalli,ANTYAKULABAGAMMA TANK,SS,MI,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,211096,Dimilada,580687,Dimilada,CHINNAMALLAMMA TANK,SS,MI,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,211096,Dimilada,580687,Dimilada,AMMIGARI TANK,SS,MI,Lease,9,2.25,BOBBILI
521,Vizianagaram,4816,Bobbili,210945,Dimili,586518,Dimili,pathanna koneru,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,210945,Dimili,586518,Dimili,madhappa tank,SS,GP,Lease,4,1,BOBBILI
521,Vizianagaram,4816,Bobbili,210945,Dimili,586518,Dimili,lingam tank,SS,GP,Lease,5,1.25,BOBBILI
521,Vizianagaram,4816,Bobbili,210945,Dimili,586518,Dimili,nulakala banda,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,210945,Dimili,586518,Dimili,appanna banda,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,210642,Dimmidijola,580086,Dimmidijola,neelama banda,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,210642,Dimmidijola,580086,Dimmidijola,chinna panthula banda,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,pokidi banda,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,palagara nani banda,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,karabanda tank,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,papudu tank,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,vepuruvenkatapathiraju,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,ramudu tank,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,gandi banda,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,yellanki banda,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,venkatarayudu banda,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,chakali banda,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,jaggu naidu banda,SS,GP,Lease,4,1,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,voora koneru,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,gorrlivani banda,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,214659,Dippakayalapadu,588152,Dippakayalapadu,pallem vani banda,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,214326,Dirusumarru,588736,Dirusumarru,chandramma tank,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,214326,Dirusumarru,588736,Dirusumarru,ranga rao sagaram,SS,GP,Lease,4,1,BOBBILI
521,Vizianagaram,4816,Bobbili,214326,Dirusumarru,588736,Dirusumarru,voora koneru,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,214326,Dirusumarru,588736,Dirusumarru,sathya bama banda,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214326,Dirusumarru,588736,Dirusumarru,jaggu naidu tank,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214326,Dirusumarru,588736,Dirusumarru,kotha koneru,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214326,Dirusumarru,588736,Dirusumarru,voota banda,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,214608,Doddanapudi,588744,Doddanapudi,dhadi banda,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,214608,Doddanapudi,588744,Doddanapudi,kuruvada banda,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,214608,Doddanapudi,588744,Doddanapudi,voora tank,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214608,Doddanapudi,588744,Doddanapudi,thammanna banda,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214608,Doddanapudi,588744,Doddanapudi,patha tank,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,214608,Doddanapudi,588744,Doddanapudi,kotha tank,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,214608,Doddanapudi,588744,Doddanapudi,chakali banda,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,234747,Doddavaram,591059,Doddavaram,patrinaidu tank,SS,GP,Lease,6.4,1.6,BOBBILI
521,Vizianagaram,4816,Bobbili,234747,Doddavaram,591059,Doddavaram,verraya tank,SS,GP,Lease,10,2.5,BOBBILI
521,Vizianagaram,4816,Bobbili,203228,Doddipatla,589356,Doddipatla,govinda rayuni tank,SS,GP,Lease,7.6,1.9,BOBBILI
521,Vizianagaram,4816,Bobbili,203228,Doddipatla,589356,Doddipatla,venkamma tank,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Patha tank,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Gopanna tank,SS,GP,Lease,2.3,0.58,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Dudi banda,SS,GP,Lease,2,0.5,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Kantu banda,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Bhukta cheruvu,SS,GP,Lease,3,0.75,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Padmanabha sagaram,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Udikala banda,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Patha Cheruvu,SS,GP,Lease,1.5,0.38,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Injalam banda,SS,GP,Lease,1.5,0.38,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Venkamma cheruvu,SS,GP,Lease,1,0.25,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Tamanna tank,SS,GP,Auction,7,1.75,BOBBILI
521,Vizianagaram,4816,Bobbili,203149,Dokiparru,589611,Dokiparru,Byri tank,SS,GP,Auction,5,1.25,BOBBILI
